"TIME","GEO","INDIC_IL","UNIT","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"2013","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,580",""
"2013","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,731",""
"2013","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,042",""
"2013","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,580",""
"2013","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,195",""
"2013","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","11,700",""
"2013","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,974",""
"2013","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,946",""
"2013","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","26,830",""
"2013","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,008",""
"2013","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,388",""
"2013","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","44,868",""
"2013","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","42,086",""
"2013","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,115",""
"2013","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,436",""
"2013","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,505",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,367","e"
"2014","European Union - 28 countries","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,367",""
"2014","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,487",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,161","e"
"2014","Euro area (19 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,007",""
"2014","Euro area (18 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,161",""
"2014","Belgium","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,346",""
"2014","Bulgaria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","3,657",""
"2014","Czechia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,896",""
"2014","Denmark","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","28,459",""
"2014","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,928",""
"2014","Estonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,262","b"
"2014","Ireland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,015",""
"2014","Greece","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,312",""
"2014","Spain","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","13,741",""
"2014","France","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,359",""
"2014","Croatia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,546",""
"2014","Italy","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,928",""
"2014","Cyprus","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","14,159",""
"2014","Latvia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,406",""
"2014","Lithuania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,738",""
"2014","Luxembourg","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","35,372",""
"2014","Hungary","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,504",""
"2014","Malta","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,242",""
"2014","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,629",""
"2014","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","24,199",""
"2014","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,128",""
"2014","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,444",""
"2014","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,305",""
"2014","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","11,558",""
"2014","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,038",""
"2014","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,296",""
"2014","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","27,629",""
"2014","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,227",""
"2014","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,339",""
"2014","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","44,720",""
"2014","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","39,688","b"
"2014","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,113",""
"2014","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,457",""
"2014","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,543",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,859","e"
"2015","European Union - 28 countries","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,859",""
"2015","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,979",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,350","e"
"2015","Euro area (19 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,350",""
"2015","Euro area (18 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,498",""
"2015","Belgium","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,920",""
"2015","Bulgaria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","3,763",""
"2015","Czechia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,759",""
"2015","Denmark","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","29,255",""
"2015","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,851",""
"2015","Estonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","8,119",""
"2015","Ireland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,285",""
"2015","Greece","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,300",""
"2015","Spain","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","13,748",""
"2015","France","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,455",""
"2015","Croatia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,763",""
"2015","Italy","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","17,005",""
"2015","Cyprus","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","13,231",""
"2015","Latvia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,946",""
"2015","Lithuania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,137",""
"2015","Luxembourg","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","36,429",""
"2015","Hungary","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,526",""
"2015","Malta","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,850",""
"2015","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,099",""
"2015","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","24,298",""
"2015","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,330",""
"2015","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,626",""
"2015","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,445",""
"2015","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","11,986",""
"2015","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,196",""
"2015","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,325",""
"2015","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","27,353",""
"2015","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,350",""
"2015","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","25,604",""
"2015","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","43,173",""
"2015","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","40,477",""
"2015","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,273",""
"2015","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,353",""
"2015","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,343",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,352","e"
"2016","European Union - 28 countries","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,352",""
"2016","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,474",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,867","e"
"2016","Euro area (19 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,867",""
"2016","Euro area (18 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,015",""
"2016","Belgium","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,648",""
"2016","Bulgaria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","3,474","b"
"2016","Czechia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","8,321",""
"2016","Denmark","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","29,489",""
"2016","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,222",""
"2016","Estonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","8,828",""
"2016","Ireland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,406",""
"2016","Greece","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,214",""
"2016","Spain","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","14,166",""
"2016","France","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,021",""
"2016","Croatia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,988",""
"2016","Italy","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","17,894",""
"2016","Cyprus","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","13,473",""
"2016","Latvia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,427",""
"2016","Lithuania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,572",""
"2016","Luxembourg","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","34,978","b"
"2016","Hungary","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,795",""
"2016","Malta","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","15,637",""
"2016","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,716","b"
"2016","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","24,495",""
"2016","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,572",""
"2016","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,916",""
"2016","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,647",""
"2016","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","12,025",""
"2016","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,231",""
"2016","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,166",""
"2016","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","27,704",""
"2016","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,557",""
"2016","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","29,296",""
"2016","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","41,164",""
"2016","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","45,635",""
"2016","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,453",""
"2016","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,403",""
"2016","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,650",""
"2017","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,254","e"
"2017","European Union - 28 countries","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,254",""
"2017","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,375",""
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,243","e"
"2017","Euro area (19 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,243",""
"2017","Euro area (18 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,385",""
"2017","Belgium","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,839",""
"2017","Bulgaria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,082",""
"2017","Czechia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","8,767",""
"2017","Denmark","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","30,223",""
"2017","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,655",""
"2017","Estonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,403",""
"2017","Ireland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,139",""
"2017","Greece","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,325",""
"2017","Spain","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","14,532",""
"2017","France","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,374",""
"2017","Croatia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,472",""
"2017","Italy","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,119",""
"2017","Cyprus","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","13,819",""
"2017","Latvia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,706",""
"2017","Lithuania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,002",""
"2017","Luxembourg","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","36,719",""
"2017","Hungary","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,178",""
"2017","Malta","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,612",""
"2017","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,463",""
"2017","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","25,747",""
"2017","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,721",""
"2017","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,746",""
"2017","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,935",""
"2017","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","12,427",""
"2017","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,455",""
"2017","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,895",""
"2017","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","27,929",""
"2017","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","20,507","b"
"2017","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2017","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","40,496",""
"2017","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","44,236",""
"2017","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,703",""
"2017","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","2,534",""
"2017","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,786",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,697","e"
"2018","European Union - 28 countries","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,697","e"
"2018","European Union - 27 countries (2007-2013)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,818","e"
"2018","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,588","e"
"2018","Euro area (19 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,588","e"
"2018","Euro area (18 countries)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","19,718","e"
"2018","Belgium","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","24,263",""
"2018","Bulgaria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","4,000",""
"2018","Czechia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,628",""
